COMMODITY,Commodity,VARIABLE,Variable,TIME,Value,,Flags
PT,Poultry meat,PP,Producer price,2019,1420.029,,
PT,Poultry meat,PP,Producer price,2020,1430.945,,
PT,Poultry meat,PP,Producer price,2021,1464.431,,
PT,Poultry meat,PP,Producer price,2022,1515.442,,
PT,Poultry meat,PP,Producer price,2023,1526.189,,
PT,Poultry meat,PP,Producer price,2024,1536.264,,
PT,Poultry meat,PP,Producer price,2025,1555.464,,
PT,Poultry meat,PP,Producer price,2026,1569.416,,
PT,Poultry meat,PP,Producer price,2027,1581.52,,
PT,Poultry meat,PP,Producer price,2028,1583.956,,
PT,Poultry meat,PP,Producer price,2029,1585.111,,
PT,Poultry meat,PP,Producer price,2030,1587.343,,
PT,Poultry meat,FO__PC,Human consumption per capita,1990,15.928,,
PT,Poultry meat,FO__PC,Human consumption per capita,1991,15.444,,
PT,Poultry meat,FO__PC,Human consumption per capita,1992,22.711,,
PT,Poultry meat,FO__PC,Human consumption per capita,1993,17.394,,
PT,Poultry meat,FO__PC,Human consumption per capita,1994,21.82,,
PT,Poultry meat,FO__PC,Human consumption per capita,1995,20.99,,
PT,Poultry meat,FO__PC,Human consumption per capita,1996,26.331,,
PT,Poultry meat,FO__PC,Human consumption per capita,1997,17.531,,
PT,Poultry meat,FO__PC,Human consumption per capita,1998,24.238,,
PT,Poultry meat,FO__PC,Human consumption per capita,1999,24.463,,
PT,Poultry meat,FO__PC,Human consumption per capita,2000,25.445,,
PT,Poultry meat,FO__PC,Human consumption per capita,2001,25.776,,
PT,Poultry meat,FO__PC,Human consumption per capita,2002,25.37,,
PT,Poultry meat,FO__PC,Human consumption per capita,2003,25.259,,
PT,Poultry meat,FO__PC,Human consumption per capita,2004,25.748,,
PT,Poultry meat,FO__PC,Human consumption per capita,2005,26.122,,
PT,Poultry meat,FO__PC,Human consumption per capita,2006,24.965,,
PT,Poultry meat,FO__PC,Human consumption per capita,2007,23.355,,
PT,Poultry meat,FO__PC,Human consumption per capita,2008,21.762,,
PT,Poultry meat,FO__PC,Human consumption per capita,2009,22.086,,
PT,Poultry meat,FO__PC,Human consumption per capita,2010,23.903,,
PT,Poultry meat,FO__PC,Human consumption per capita,2011,23.757,,
PT,Poultry meat,FO__PC,Human consumption per capita,2012,23.854,,
PT,Poultry meat,FO__PC,Human consumption per capita,2013,24.064,,
PT,Poultry meat,FO__PC,Human consumption per capita,2014,23.664,,
PT,Poultry meat,FO__PC,Human consumption per capita,2015,25.627,,
PT,Poultry meat,FO__PC,Human consumption per capita,2016,26.608,,
PT,Poultry meat,FO__PC,Human consumption per capita,2017,26.038,,
PT,Poultry meat,FO__PC,Human consumption per capita,2018,27.451,,
PT,Poultry meat,FO__PC,Human consumption per capita,2019,26.261,,
PT,Poultry meat,FO__PC,Human consumption per capita,2020,27.065,,
PT,Poultry meat,FO__PC,Human consumption per capita,2021,27.291,,
PT,Poultry meat,FO__PC,Human consumption per capita,2022,27.479,,
PT,Poultry meat,FO__PC,Human consumption per capita,2023,27.691,,
PT,Poultry meat,FO__PC,Human consumption per capita,2024,27.815,,
PT,Poultry meat,FO__PC,Human consumption per capita,2025,27.969,,
PT,Poultry meat,FO__PC,Human consumption per capita,2026,28.083,,
PT,Poultry meat,FO__PC,Human consumption per capita,2027,28.198,,
PT,Poultry meat,FO__PC,Human consumption per capita,2028,28.318,,
PT,Poultry meat,FO__PC,Human consumption per capita,2029,28.441,,
PT,Poultry meat,FO__PC,Human consumption per capita,2030,28.561,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,1990,0.484,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,1991,0.495,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,1992,0.465,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,1993,0.492,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,1994,0.513,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,1995,0.527,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,1996,0.55,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,1997,0.644,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,1998,0.596,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,1999,0.578,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2000,0.664,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2001,0.703,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2002,0.641,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2003,0.614,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2004,0.615,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2005,0.583,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2006,0.569,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2007,0.515,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2008,0.546,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2009,0.549,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2010,0.496,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2011,0.488,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2012,0.484,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2013,0.501,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2014,0.519,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2015,0.502,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2016,0.51,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2017,0.547,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2018,0.557,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2019,0.553,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2020,0.548,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2021,0.56,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2022,0.558,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2023,0.553,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2024,0.547,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2025,0.543,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2026,0.541,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2027,0.539,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2028,0.537,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2029,0.534,,
PT,Poultry meat,ECOE__TOT,Direct GHG emission,2030,0.532,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,1990,0,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,1991,0,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,1992,73.667,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,1993,79.333,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,1994,86.333,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,1995,88.667,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,1996,92,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,1997,93.333,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,1998,97.333,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,1999,99.667,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2000,102.667,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2001,103.667,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2002,104.667,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2003,106.333,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2004,108.333,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2005,110.333,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2006,111.333,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2007,108.667,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2008,105.333,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2009,102.667,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2010,103.667,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2011,106.667,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2012,109.667,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2013,111.333,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2014,110.667,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2015,112.333,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2016,115.632,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2017,120.399,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2018,119.447,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2019,118.93,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2020,120.461,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2021,120.222,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2022,122.038,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2023,122.971,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2024,123.753,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2025,124.484,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2026,125.07,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2027,125.642,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2028,126.161,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2029,126.693,,
PT,Poultry meat,FO__DES__TOT,Total Calorie availability,2030,127.235,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,1990,0,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,1991,0,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,1992,8.257,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,1993,8.953,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,1994,9.767,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,1995,10.063,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,1996,10.407,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,1997,10.503,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,1998,10.907,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,1999,11.14,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2000,11.483,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2001,11.56,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2002,11.683,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2003,11.85,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2004,12.103,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2005,12.323,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2006,12.447,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2007,12.173,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2008,11.823,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2009,11.603,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2010,11.787,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2011,12.157,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2012,12.53,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2013,12.707,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2014,12.66,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2015,12.83,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2016,13.309,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2017,13.875,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2018,13.776,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2019,13.716,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2020,13.893,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2021,13.865,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2022,14.075,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2023,14.182,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2024,14.272,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2025,14.357,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2026,14.424,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2027,14.49,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2028,14.55,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2029,14.611,,
PT,Poultry meat,FO__DFS__PROT,Food Protein availability,2030,14.674,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,1990,0,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,1991,0,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,1992,4.227,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,1993,4.547,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,1994,4.933,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,1995,5.053,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,1996,5.227,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,1997,5.313,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,1998,5.557,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,1999,5.71,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2000,5.89,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2001,5.97,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2002,6.043,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2003,6.133,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2004,6.24,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2005,6.36,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2006,6.42,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2007,6.273,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2008,6.043,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2009,5.867,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2010,5.89,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2011,6.047,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2012,6.207,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2013,6.293,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2014,6.257,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2015,6.337,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2016,6.544,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2017,6.806,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2018,6.747,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2019,6.718,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2020,6.805,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2021,6.791,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2022,6.894,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2023,6.946,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2024,6.991,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2025,7.032,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2026,7.065,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2027,7.097,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2028,7.127,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2029,7.157,,
PT,Poultry meat,FO__DFS__FAT,Food Fat availability,2030,7.187,,
SH,Sheepmeat,QP,Production,1990,369.728,,
SH,Sheepmeat,QP,Production,1991,384.717,,
SH,Sheepmeat,QP,Production,1992,400.706,,
SH,Sheepmeat,QP,Production,1993,401.705,,
SH,Sheepmeat,QP,Production,1994,394.71,,
SH,Sheepmeat,QP,Production,1995,393.711,,
SH,Sheepmeat,QP,Production,1996,372.726,,
SH,Sheepmeat,QP,Production,1997,341.749,,
SH,Sheepmeat,QP,Production,1998,374.725,,
SH,Sheepmeat,QP,Production,1999,391.712,,
SH,Sheepmeat,QP,Production,2000,382.719,,
SH,Sheepmeat,QP,Production,2001,266.648,,
SH,Sheepmeat,QP,Production,2002,307.321,,
SH,Sheepmeat,QP,Production,2003,309.806,,
SH,Sheepmeat,QP,Production,2004,319.226,,
SH,Sheepmeat,QP,Production,2005,336.718,,
SH,Sheepmeat,QP,Production,2006,333.458,,
SH,Sheepmeat,QP,Production,2007,329.459,,
SH,Sheepmeat,QP,Production,2008,331.604,,
SH,Sheepmeat,QP,Production,2009,313.122,,
SH,Sheepmeat,QP,Production,2010,286.829,,
SH,Sheepmeat,QP,Production,2011,300.74,,
SH,Sheepmeat,QP,Production,2012,285.718,,
SH,Sheepmeat,QP,Production,2013,300.323,,
SH,Sheepmeat,QP,Production,2014,306.316,,
SH,Sheepmeat,QP,Production,2015,309.496,,
SH,Sheepmeat,QP,Production,2016,300.087,,
SH,Sheepmeat,QP,Production,2017,308.785,,
SH,Sheepmeat,QP,Production,2018,298.877,,
SH,Sheepmeat,QP,Production,2019,317.714,,
SH,Sheepmeat,QP,Production,2020,304.807,,
SH,Sheepmeat,QP,Production,2021,301.31,,
SH,Sheepmeat,QP,Production,2022,300.618,,
SH,Sheepmeat,QP,Production,2023,299.472,,
SH,Sheepmeat,QP,Production,2024,297.521,,
SH,Sheepmeat,QP,Production,2025,295.584,,
SH,Sheepmeat,QP,Production,2026,294.011,,
SH,Sheepmeat,QP,Production,2027,292.789,,
SH,Sheepmeat,QP,Production,2028,291.792,,
SH,Sheepmeat,QP,Production,2029,290.956,,
SH,Sheepmeat,QP,Production,2030,290.22,,
SH,Sheepmeat,QC,Consumption,1990,417.357,,
SH,Sheepmeat,QC,Consumption,1991,397.888,,
SH,Sheepmeat,QC,Consumption,1992,386.149,,
SH,Sheepmeat,QC,Consumption,1993,381.705,,
SH,Sheepmeat,QC,Consumption,1994,357.857,,
SH,Sheepmeat,QC,Consumption,1995,361.808,,
SH,Sheepmeat,QC,Consumption,1996,383.318,,
SH,Sheepmeat,QC,Consumption,1997,362.331,,
SH,Sheepmeat,QC,Consumption,1998,371.592,,
SH,Sheepmeat,QC,Consumption,1999,378.922,,
SH,Sheepmeat,QC,Consumption,2000,391.864,,
SH,Sheepmeat,QC,Consumption,2001,341.636,,
SH,Sheepmeat,QC,Consumption,2002,360.323,,
SH,Sheepmeat,QC,Consumption,2003,361.524,,
SH,Sheepmeat,QC,Consumption,2004,375.175,,
SH,Sheepmeat,QC,Consumption,2005,375.794,,
SH,Sheepmeat,QC,Consumption,2006,378.413,,
SH,Sheepmeat,QC,Consumption,2007,390.139,,
SH,Sheepmeat,QC,Consumption,2008,372.32,,
SH,Sheepmeat,QC,Consumption,2009,350.343,,
SH,Sheepmeat,QC,Consumption,2010,313.089,,
SH,Sheepmeat,QC,Consumption,2011,298.988,,
SH,Sheepmeat,QC,Consumption,2012,283.289,,
SH,Sheepmeat,QC,Consumption,2013,300.712,,
SH,Sheepmeat,QC,Consumption,2014,302.245,,
SH,Sheepmeat,QC,Consumption,2015,333.527,,
SH,Sheepmeat,QC,Consumption,2016,324.632,,
SH,Sheepmeat,QC,Consumption,2017,305.783,,
SH,Sheepmeat,QC,Consumption,2018,299.467,,
SH,Sheepmeat,QC,Consumption,2019,290.46,,
SH,Sheepmeat,QC,Consumption,2020,302.158,,
SH,Sheepmeat,QC,Consumption,2021,303.954,,
SH,Sheepmeat,QC,Consumption,2022,305.975,,
SH,Sheepmeat,QC,Consumption,2023,308.439,,
SH,Sheepmeat,QC,Consumption,2024,309.941,,
SH,Sheepmeat,QC,Consumption,2025,311.219,,
SH,Sheepmeat,QC,Consumption,2026,311.896,,
SH,Sheepmeat,QC,Consumption,2027,312.603,,
SH,Sheepmeat,QC,Consumption,2028,313.17,,
SH,Sheepmeat,QC,Consumption,2029,313.422,,
SH,Sheepmeat,QC,Consumption,2030,313.679,,
SH,Sheepmeat,FO,Food,1990,409.367,,
SH,Sheepmeat,FO,Food,1991,395.753,,
SH,Sheepmeat,FO,Food,1992,392.836,,
SH,Sheepmeat,FO,Food,1993,389.919,,
SH,Sheepmeat,FO,Food,1994,371.444,,
SH,Sheepmeat,FO,Food,1995,376.306,,
SH,Sheepmeat,FO,Food,1996,386.03,,
SH,Sheepmeat,FO,Food,1997,360.748,,
SH,Sheepmeat,FO,Food,1998,376.306,,
SH,Sheepmeat,FO,Food,1999,386.03,,
SH,Sheepmeat,FO,Food,2000,391.864,,
SH,Sheepmeat,FO,Food,2001,341.636,,
SH,Sheepmeat,FO,Food,2002,360.323,,
SH,Sheepmeat,FO,Food,2003,361.524,,
SH,Sheepmeat,FO,Food,2004,375.175,,
SH,Sheepmeat,FO,Food,2005,375.794,,
SH,Sheepmeat,FO,Food,2006,378.413,,
SH,Sheepmeat,FO,Food,2007,390.139,,
SH,Sheepmeat,FO,Food,2008,372.32,,
SH,Sheepmeat,FO,Food,2009,350.343,,
SH,Sheepmeat,FO,Food,2010,313.089,,
SH,Sheepmeat,FO,Food,2011,298.988,,
SH,Sheepmeat,FO,Food,2012,283.289,,
SH,Sheepmeat,FO,Food,2013,300.712,,
SH,Sheepmeat,FO,Food,2014,302.245,,
SH,Sheepmeat,FO,Food,2015,333.527,,
SH,Sheepmeat,FO,Food,2016,324.632,,
SH,Sheepmeat,FO,Food,2017,305.783,,
SH,Sheepmeat,FO,Food,2018,299.467,,
SH,Sheepmeat,FO,Food,2019,290.46,,
SH,Sheepmeat,FO,Food,2020,302.158,,
SH,Sheepmeat,FO,Food,2021,303.954,,
SH,Sheepmeat,FO,Food,2022,305.975,,
SH,Sheepmeat,FO,Food,2023,308.439,,
SH,Sheepmeat,FO,Food,2024,309.941,,
SH,Sheepmeat,FO,Food,2025,311.219,,
SH,Sheepmeat,FO,Food,2026,311.896,,
SH,Sheepmeat,FO,Food,2027,312.603,,
SH,Sheepmeat,FO,Food,2028,313.17,,
SH,Sheepmeat,FO,Food,2029,313.422,,
SH,Sheepmeat,FO,Food,2030,313.679,,
SH,Sheepmeat,PP,Producer price,1990,0,,
SH,Sheepmeat,PP,Producer price,1991,0,,
SH,Sheepmeat,PP,Producer price,1992,0,,
SH,Sheepmeat,PP,Producer price,1993,0,,
SH,Sheepmeat,PP,Producer price,1994,0,,
SH,Sheepmeat,PP,Producer price,1995,0,,
SH,Sheepmeat,PP,Producer price,1996,0,,
SH,Sheepmeat,PP,Producer price,1997,0,,
SH,Sheepmeat,PP,Producer price,1998,0,,
SH,Sheepmeat,PP,Producer price,1999,0,,
SH,Sheepmeat,PP,Producer price,2000,1964.384,,
SH,Sheepmeat,PP,Producer price,2001,2149.042,,
SH,Sheepmeat,PP,Producer price,2002,2333.7,,
SH,Sheepmeat,PP,Producer price,2003,2710.8,,
SH,Sheepmeat,PP,Producer price,2004,2625.539,,
SH,Sheepmeat,PP,Producer price,2005,2500.456,,
SH,Sheepmeat,PP,Producer price,2006,2584.908,,
SH,Sheepmeat,PP,Producer price,2007,2367.871,,
SH,Sheepmeat,PP,Producer price,2008,2975.962,,
SH,Sheepmeat,PP,Producer price,2009,3604,,
SH,Sheepmeat,PP,Producer price,2010,3896.132,,
SH,Sheepmeat,PP,Producer price,2011,4329.481,,
SH,Sheepmeat,PP,Producer price,2012,4112.731,,
SH,Sheepmeat,PP,Producer price,2013,4150.692,,
SH,Sheepmeat,PP,Producer price,2014,4206.058,,
SH,Sheepmeat,PP,Producer price,2015,3811.327,,
SH,Sheepmeat,PP,Producer price,2016,4027.815,,
SH,Sheepmeat,PP,Producer price,2017,4157.88,,
SH,Sheepmeat,PP,Producer price,2018,4440.903,,
SH,Sheepmeat,PP,Producer price,2019,4157.997,,
SH,Sheepmeat,PP,Producer price,2020,4132.923,,
SH,Sheepmeat,PP,Producer price,2021,3931.668,,
SH,Sheepmeat,PP,Producer price,2022,4039.977,,
SH,Sheepmeat,PP,Producer price,2023,4098.025,,
SH,Sheepmeat,PP,Producer price,2024,4183.226,,
SH,Sheepmeat,PP,Producer price,2025,4260.981,,
SH,Sheepmeat,PP,Producer price,2026,4321.056,,
SH,Sheepmeat,PP,Producer price,2027,4404.75,,
SH,Sheepmeat,PP,Producer price,2028,4463.182,,
SH,Sheepmeat,PP,Producer price,2029,4522.071,,
SH,Sheepmeat,PP,Producer price,2030,4573.981,,
SH,Sheepmeat,FO__PC,Human consumption per capita,1990,6.305,,
SH,Sheepmeat,FO__PC,Human consumption per capita,1991,6.079,,
SH,Sheepmeat,FO__PC,Human consumption per capita,1992,6.018,,
SH,Sheepmeat,FO__PC,Human consumption per capita,1993,5.957,,
SH,Sheepmeat,FO__PC,Human consumption per capita,1994,5.659,,
SH,Sheepmeat,FO__PC,Human consumption per capita,1995,5.716,,
SH,Sheepmeat,FO__PC,Human consumption per capita,1996,5.846,,
SH,Sheepmeat,FO__PC,Human consumption per capita,1997,5.445,,
SH,Sheepmeat,FO__PC,Human consumption per capita,1998,5.66,,
SH,Sheepmeat,FO__PC,Human consumption per capita,1999,5.786,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2000,5.852,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2001,5.085,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2002,5.345,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2003,5.341,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2004,5.514,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2005,5.485,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2006,5.475,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2007,5.587,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2008,5.272,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2009,4.907,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2010,4.342,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2011,4.11,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2012,3.864,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2013,4.072,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2014,4.066,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2015,4.457,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2016,4.309,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2017,4.033,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2018,3.925,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2019,3.785,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2020,3.917,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2021,3.922,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2022,3.931,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2023,3.947,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2024,3.952,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2025,3.954,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2026,3.948,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2027,3.943,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2028,3.936,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2029,3.926,,
SH,Sheepmeat,FO__PC,Human consumption per capita,2030,3.916,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,1990,12.397,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,1991,12.343,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,1992,12.596,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,1993,12.566,,
