LOCATION,Country,Commodity,TIME,Value
CHE,Switzerland,Poultry meat,2026,12.533
CHE,Switzerland,Poultry meat,2027,12.531
CHE,Switzerland,Poultry meat,2028,12.53
CHE,Switzerland,Poultry meat,2029,12.534
CHE,Switzerland,Poultry meat,2030,12.539
USA,United States,Poultry meat,1990,35.072
USA,United States,Poultry meat,1991,36.524
USA,United States,Poultry meat,1992,37.937
USA,United States,Poultry meat,1993,38.599
USA,United States,Poultry meat,1994,39.201
USA,United States,Poultry meat,1995,39.055
USA,United States,Poultry meat,1996,39.808
USA,United States,Poultry meat,1997,40.049
USA,United States,Poultry meat,1998,40.355
USA,United States,Poultry meat,1999,42.8
USA,United States,Poultry meat,2000,43.227
USA,United States,Poultry meat,2001,43.229
USA,United States,Poultry meat,2002,45.262
USA,United States,Poultry meat,2003,45.632
USA,United States,Poultry meat,2004,46.611
USA,United States,Poultry meat,2005,47.288
USA,United States,Poultry meat,2006,47.528
USA,United States,Poultry meat,2007,46.769
USA,United States,Poultry meat,2008,46.611
USA,United States,Poultry meat,2009,44.523
USA,United States,Poultry meat,2010,45.536
USA,United States,Poultry meat,2011,46.52
USA,United States,Poultry meat,2012,44.522
USA,United States,Poultry meat,2013,44.33
USA,United States,Poultry meat,2014,45.05
USA,United States,Poultry meat,2015,47.783
USA,United States,Poultry meat,2016,48.421
USA,United States,Poultry meat,2017,48.901
USA,United States,Poultry meat,2018,49.439
USA,United States,Poultry meat,2019,50.509
USA,United States,Poultry meat,2020,50.756
USA,United States,Poultry meat,2021,50.645
USA,United States,Poultry meat,2022,51.03
USA,United States,Poultry meat,2023,51.29
USA,United States,Poultry meat,2024,51.473
USA,United States,Poultry meat,2025,51.68
USA,United States,Poultry meat,2026,51.816
USA,United States,Poultry meat,2027,52.029
USA,United States,Poultry meat,2028,52.252
USA,United States,Poultry meat,2029,52.456
USA,United States,Poultry meat,2030,52.65
RUS,Russian Federation,Poultry meat,1990,0
RUS,Russian Federation,Poultry meat,1991,0
RUS,Russian Federation,Poultry meat,1992,8.808
RUS,Russian Federation,Poultry meat,1993,8.632
RUS,Russian Federation,Poultry meat,1994,10.482
RUS,Russian Federation,Poultry meat,1995,10.861
RUS,Russian Federation,Poultry meat,1996,11.546
RUS,Russian Federation,Poultry meat,1997,12.395
RUS,Russian Federation,Poultry meat,1998,11.316
RUS,Russian Federation,Poultry meat,1999,11.295
RUS,Russian Federation,Poultry meat,2000,8.832
RUS,Russian Federation,Poultry meat,2001,12.969
RUS,Russian Federation,Poultry meat,2002,14.176
RUS,Russian Federation,Poultry meat,2003,14.119
RUS,Russian Federation,Poultry meat,2004,14.252
RUS,Russian Federation,Poultry meat,2005,16.818
RUS,Russian Federation,Poultry meat,2006,17.982
RUS,Russian Federation,Poultry meat,2007,19.187
RUS,Russian Federation,Poultry meat,2008,19.895
RUS,Russian Federation,Poultry meat,2009,20.204
RUS,Russian Federation,Poultry meat,2010,19.93
RUS,Russian Federation,Poultry meat,2011,20.682
RUS,Russian Federation,Poultry meat,2012,23.62
RUS,Russian Federation,Poultry meat,2013,24.129
RUS,Russian Federation,Poultry meat,2014,25.236
RUS,Russian Federation,Poultry meat,2015,26.051
RUS,Russian Federation,Poultry meat,2016,26.282
RUS,Russian Federation,Poultry meat,2017,27.831
RUS,Russian Federation,Poultry meat,2018,27.682
RUS,Russian Federation,Poultry meat,2019,27.43
RUS,Russian Federation,Poultry meat,2020,27.44
RUS,Russian Federation,Poultry meat,2021,27.51
RUS,Russian Federation,Poultry meat,2022,27.561
RUS,Russian Federation,Poultry meat,2023,27.683
RUS,Russian Federation,Poultry meat,2024,27.799
RUS,Russian Federation,Poultry meat,2025,27.899
RUS,Russian Federation,Poultry meat,2026,27.993
RUS,Russian Federation,Poultry meat,2027,28.1
RUS,Russian Federation,Poultry meat,2028,28.219
RUS,Russian Federation,Poultry meat,2029,28.352
RUS,Russian Federation,Poultry meat,2030,28.489
EGY,Egypt,Poultry meat,1990,4.265
EGY,Egypt,Poultry meat,1991,4.663
EGY,Egypt,Poultry meat,1992,4.763
EGY,Egypt,Poultry meat,1993,4.855
EGY,Egypt,Poultry meat,1994,5.165
EGY,Egypt,Poultry meat,1995,5.745
EGY,Egypt,Poultry meat,1996,5.849
EGY,Egypt,Poultry meat,1997,7.341
EGY,Egypt,Poultry meat,1998,7.106
EGY,Egypt,Poultry meat,1999,7.691
EGY,Egypt,Poultry meat,2000,7.611
EGY,Egypt,Poultry meat,2001,7.799
EGY,Egypt,Poultry meat,2002,9.152
EGY,Egypt,Poultry meat,2003,8.281
EGY,Egypt,Poultry meat,2004,7.677
EGY,Egypt,Poultry meat,2005,7.742
EGY,Egypt,Poultry meat,2006,8.322
EGY,Egypt,Poultry meat,2007,9.226
EGY,Egypt,Poultry meat,2008,8.388
EGY,Egypt,Poultry meat,2009,9.077
EGY,Egypt,Poultry meat,2010,10.353
EGY,Egypt,Poultry meat,2011,9.726
EGY,Egypt,Poultry meat,2012,10.647
EGY,Egypt,Poultry meat,2013,11.921
EGY,Egypt,Poultry meat,2014,12.129
EGY,Egypt,Poultry meat,2015,11.794
EGY,Egypt,Poultry meat,2016,11.767
EGY,Egypt,Poultry meat,2017,14.32
EGY,Egypt,Poultry meat,2018,13.424
EGY,Egypt,Poultry meat,2019,13.042
EGY,Egypt,Poultry meat,2020,12.901
EGY,Egypt,Poultry meat,2021,13.211
EGY,Egypt,Poultry meat,2022,13.571
EGY,Egypt,Poultry meat,2023,13.931
EGY,Egypt,Poultry meat,2024,14.293
EGY,Egypt,Poultry meat,2025,14.655
EGY,Egypt,Poultry meat,2026,15.005
EGY,Egypt,Poultry meat,2027,15.349
EGY,Egypt,Poultry meat,2028,15.686
EGY,Egypt,Poultry meat,2029,16.015
EGY,Egypt,Poultry meat,2030,16.33
ETH,Ethiopia,Poultry meat,1990,0
ETH,Ethiopia,Poultry meat,1991,0
ETH,Ethiopia,Poultry meat,1992,0
ETH,Ethiopia,Poultry meat,1993,0.594
ETH,Ethiopia,Poultry meat,1994,0.574
ETH,Ethiopia,Poultry meat,1995,0.555
ETH,Ethiopia,Poultry meat,1996,0.541
ETH,Ethiopia,Poultry meat,1997,0.526
ETH,Ethiopia,Poultry meat,1998,0.52
ETH,Ethiopia,Poultry meat,1999,0.509
ETH,Ethiopia,Poultry meat,2000,0.5
ETH,Ethiopia,Poultry meat,2001,0.644
ETH,Ethiopia,Poultry meat,2002,0.678
ETH,Ethiopia,Poultry meat,2003,0.613
ETH,Ethiopia,Poultry meat,2004,0.558
ETH,Ethiopia,Poultry meat,2005,0.491
ETH,Ethiopia,Poultry meat,2006,0.507
ETH,Ethiopia,Poultry meat,2007,0.505
ETH,Ethiopia,Poultry meat,2008,0.516
ETH,Ethiopia,Poultry meat,2009,0.521
ETH,Ethiopia,Poultry meat,2010,0.595
ETH,Ethiopia,Poultry meat,2011,0.527
ETH,Ethiopia,Poultry meat,2012,0.574
ETH,Ethiopia,Poultry meat,2013,0.573
ETH,Ethiopia,Poultry meat,2014,0.62
ETH,Ethiopia,Poultry meat,2015,0.642
ETH,Ethiopia,Poultry meat,2016,0.613
ETH,Ethiopia,Poultry meat,2017,0.598
ETH,Ethiopia,Poultry meat,2018,0.601
ETH,Ethiopia,Poultry meat,2019,0.611
ETH,Ethiopia,Poultry meat,2020,0.612
ETH,Ethiopia,Poultry meat,2021,0.589
ETH,Ethiopia,Poultry meat,2022,0.61
ETH,Ethiopia,Poultry meat,2023,0.622
ETH,Ethiopia,Poultry meat,2024,0.629
ETH,Ethiopia,Poultry meat,2025,0.634
ETH,Ethiopia,Poultry meat,2026,0.639
ETH,Ethiopia,Poultry meat,2027,0.644
ETH,Ethiopia,Poultry meat,2028,0.647
ETH,Ethiopia,Poultry meat,2029,0.65
ETH,Ethiopia,Poultry meat,2030,0.652
NGA,Nigeria,Poultry meat,1990,1.609
NGA,Nigeria,Poultry meat,1991,1.487
NGA,Nigeria,Poultry meat,1992,1.423
NGA,Nigeria,Poultry meat,1993,1.414
NGA,Nigeria,Poultry meat,1994,1.405
NGA,Nigeria,Poultry meat,1995,1.378
NGA,Nigeria,Poultry meat,1996,1.352
NGA,Nigeria,Poultry meat,1997,1.327
NGA,Nigeria,Poultry meat,1998,1.302
NGA,Nigeria,Poultry meat,1999,1.284
NGA,Nigeria,Poultry meat,2000,1.152
NGA,Nigeria,Poultry meat,2001,1.288
NGA,Nigeria,Poultry meat,2002,1.328
NGA,Nigeria,Poultry meat,2003,1.349
NGA,Nigeria,Poultry meat,2004,1.374
NGA,Nigeria,Poultry meat,2005,1.387
NGA,Nigeria,Poultry meat,2006,1.434
NGA,Nigeria,Poultry meat,2007,1.481
NGA,Nigeria,Poultry meat,2008,1.526
NGA,Nigeria,Poultry meat,2009,1.744
NGA,Nigeria,Poultry meat,2010,1.611
NGA,Nigeria,Poultry meat,2011,1.078
NGA,Nigeria,Poultry meat,2012,1.208
NGA,Nigeria,Poultry meat,2013,0.993
NGA,Nigeria,Poultry meat,2014,0.981
NGA,Nigeria,Poultry meat,2015,0.994
NGA,Nigeria,Poultry meat,2016,1.136
NGA,Nigeria,Poultry meat,2017,1.261
NGA,Nigeria,Poultry meat,2018,1.251
NGA,Nigeria,Poultry meat,2019,1.102
NGA,Nigeria,Poultry meat,2020,1.028
NGA,Nigeria,Poultry meat,2021,0.995
NGA,Nigeria,Poultry meat,2022,0.973
NGA,Nigeria,Poultry meat,2023,0.959
NGA,Nigeria,Poultry meat,2024,0.946
NGA,Nigeria,Poultry meat,2025,0.936
NGA,Nigeria,Poultry meat,2026,0.926
NGA,Nigeria,Poultry meat,2027,0.917
NGA,Nigeria,Poultry meat,2028,0.909
NGA,Nigeria,Poultry meat,2029,0.904
NGA,Nigeria,Poultry meat,2030,0.899
ARG,Argentina,Poultry meat,1990,8.66
ARG,Argentina,Poultry meat,1991,8.88
ARG,Argentina,Poultry meat,1992,10.027
ARG,Argentina,Poultry meat,1993,15.442
ARG,Argentina,Poultry meat,1994,18.392
ARG,Argentina,Poultry meat,1995,18.662
ARG,Argentina,Poultry meat,1996,19.63
ARG,Argentina,Poultry meat,1997,19.005
ARG,Argentina,Poultry meat,1998,19.803
ARG,Argentina,Poultry meat,1999,23.041
ARG,Argentina,Poultry meat,2000,22.902
ARG,Argentina,Poultry meat,2001,22.024
ARG,Argentina,Poultry meat,2002,15.424
ARG,Argentina,Poultry meat,2003,16.121
ARG,Argentina,Poultry meat,2004,18.888
ARG,Argentina,Poultry meat,2005,21.145
ARG,Argentina,Poultry meat,2006,24.338
ARG,Argentina,Poultry meat,2007,25.742
ARG,Argentina,Poultry meat,2008,27.954
ARG,Argentina,Poultry meat,2009,29.733
ARG,Argentina,Poultry meat,2010,31.511
ARG,Argentina,Poultry meat,2011,35.01
ARG,Argentina,Poultry meat,2012,36.864
ARG,Argentina,Poultry meat,2013,35.685
ARG,Argentina,Poultry meat,2014,36.692
ARG,Argentina,Poultry meat,2015,39.253
ARG,Argentina,Poultry meat,2016,38.925
ARG,Argentina,Poultry meat,2017,38.515
ARG,Argentina,Poultry meat,2018,37.487
ARG,Argentina,Poultry meat,2019,38.129
ARG,Argentina,Poultry meat,2020,38.854
ARG,Argentina,Poultry meat,2021,38.743
ARG,Argentina,Poultry meat,2022,38.885
ARG,Argentina,Poultry meat,2023,38.965
ARG,Argentina,Poultry meat,2024,39.072
ARG,Argentina,Poultry meat,2025,39.206
ARG,Argentina,Poultry meat,2026,39.349
ARG,Argentina,Poultry meat,2027,39.49
ARG,Argentina,Poultry meat,2028,39.627
ARG,Argentina,Poultry meat,2029,39.766
ARG,Argentina,Poultry meat,2030,39.904
BRA,Brazil,Poultry meat,1990,12.513
BRA,Brazil,Poultry meat,1991,13.814
BRA,Brazil,Poultry meat,1992,14.677
BRA,Brazil,Poultry meat,1993,15.198
BRA,Brazil,Poultry meat,1994,16.602
BRA,Brazil,Poultry meat,1995,20.161
BRA,Brazil,Poultry meat,1996,19.129
BRA,Brazil,Poultry meat,1997,20.615
BRA,Brazil,Poultry meat,1998,22.485
BRA,Brazil,Poultry meat,1999,24.823
BRA,Brazil,Poultry meat,2000,26.059
BRA,Brazil,Poultry meat,2001,25.125
BRA,Brazil,Poultry meat,2002,27.132
BRA,Brazil,Poultry meat,2003,28.596
BRA,Brazil,Poultry meat,2004,30.151
BRA,Brazil,Poultry meat,2005,24.429
BRA,Brazil,Poultry meat,2006,26.262
BRA,Brazil,Poultry meat,2007,27.583
BRA,Brazil,Poultry meat,2008,31.514
BRA,Brazil,Poultry meat,2009,33.526
BRA,Brazil,Poultry meat,2010,38.186
BRA,Brazil,Poultry meat,2011,39.745
BRA,Brazil,Poultry meat,2012,38.538
BRA,Brazil,Poultry meat,2013,36.723
BRA,Brazil,Poultry meat,2014,39.655
BRA,Brazil,Poultry meat,2015,40.117
BRA,Brazil,Poultry meat,2016,39.34
BRA,Brazil,Poultry meat,2017,39.719
BRA,Brazil,Poultry meat,2018,38.948
BRA,Brazil,Poultry meat,2019,42.14
BRA,Brazil,Poultry meat,2020,41.435
BRA,Brazil,Poultry meat,2021,42.794
BRA,Brazil,Poultry meat,2022,43.272
BRA,Brazil,Poultry meat,2023,43.456
BRA,Brazil,Poultry meat,2024,43.497
BRA,Brazil,Poultry meat,2025,43.453
BRA,Brazil,Poultry meat,2026,43.476
BRA,Brazil,Poultry meat,2027,43.457
BRA,Brazil,Poultry meat,2028,43.449
BRA,Brazil,Poultry meat,2029,43.431
BRA,Brazil,Poultry meat,2030,43.444
PRY,Paraguay,Poultry meat,1990,5.152
PRY,Paraguay,Poultry meat,1991,3.778
PRY,Paraguay,Poultry meat,1992,3.992
PRY,Paraguay,Poultry meat,1993,4.271
PRY,Paraguay,Poultry meat,1994,5.819
PRY,Paraguay,Poultry meat,1995,6.225
PRY,Paraguay,Poultry meat,1996,6.209
PRY,Paraguay,Poultry meat,1997,6.45
PRY,Paraguay,Poultry meat,1998,6.555
PRY,Paraguay,Poultry meat,1999,7.08
PRY,Paraguay,Poultry meat,2000,5.768
PRY,Paraguay,Poultry meat,2001,6.189
PRY,Paraguay,Poultry meat,2002,6.079
PRY,Paraguay,Poultry meat,2003,6.081
PRY,Paraguay,Poultry meat,2004,6.611
PRY,Paraguay,Poultry meat,2005,6.506
PRY,Paraguay,Poultry meat,2006,6.928
PRY,Paraguay,Poultry meat,2007,4.551
PRY,Paraguay,Poultry meat,2008,5.475
PRY,Paraguay,Poultry meat,2009,5.288
PRY,Paraguay,Poultry meat,2010,5.079
PRY,Paraguay,Poultry meat,2011,5.65
PRY,Paraguay,Poultry meat,2012,5.744
PRY,Paraguay,Poultry meat,2013,5.875
PRY,Paraguay,Poultry meat,2014,8.039
PRY,Paraguay,Poultry meat,2015,8.527
PRY,Paraguay,Poultry meat,2016,8.475
PRY,Paraguay,Poultry meat,2017,8.332
PRY,Paraguay,Poultry meat,2018,8.797
PRY,Paraguay,Poultry meat,2019,9.019
PRY,Paraguay,Poultry meat,2020,8.943
PRY,Paraguay,Poultry meat,2021,9.031
PRY,Paraguay,Poultry meat,2022,9.145
PRY,Paraguay,Poultry meat,2023,9.325
PRY,Paraguay,Poultry meat,2024,9.506
PRY,Paraguay,Poultry meat,2025,9.68
PRY,Paraguay,Poultry meat,2026,9.851
PRY,Paraguay,Poultry meat,2027,10.021
PRY,Paraguay,Poultry meat,2028,10.2
PRY,Paraguay,Poultry meat,2029,10.381
PRY,Paraguay,Poultry meat,2030,10.558
PER,Peru,Poultry meat,1990,9.933
PER,Peru,Poultry meat,1991,11.548
PER,Peru,Poultry meat,1992,12.371
PER,Peru,Poultry meat,1993,11.511
PER,Peru,Poultry meat,1994,11.824
PER,Peru,Poultry meat,1995,12.95
PER,Peru,Poultry meat,1996,13.917
PER,Peru,Poultry meat,1997,15.426
PER,Peru,Poultry meat,1998,16.228
PER,Peru,Poultry meat,1999,17.035
PER,Peru,Poultry meat,2000,17.289
PER,Peru,Poultry meat,2001,17.235
PER,Peru,Poultry meat,2002,18.311
PER,Peru,Poultry meat,2003,18.814
PER,Peru,Poultry meat,2004,18.613
PER,Peru,Poultry meat,2005,20.76
PER,Peru,Poultry meat,2006,22.478
PER,Peru,Poultry meat,2007,24.209
PER,Peru,Poultry meat,2008,27.319
PER,Peru,Poultry meat,2009,29.953
PER,Peru,Poultry meat,2010,31.573
PER,Peru,Poultry meat,2011,33.823
PER,Peru,Poultry meat,2012,36.827
PER,Peru,Poultry meat,2013,37.917
PER,Peru,Poultry meat,2014,39.329
PER,Peru,Poultry meat,2015,42.034
PER,Peru,Poultry meat,2016,44.477
PER,Peru,Poultry meat,2017,45.595
PER,Peru,Poultry meat,2018,48.351
PER,Peru,Poultry meat,2019,49.649
PER,Peru,Poultry meat,2020,49.65
PER,Peru,Poultry meat,2021,50.906
PER,Peru,Poultry meat,2022,52.111
PER,Peru,Poultry meat,2023,53.28
PER,Peru,Poultry meat,2024,54.504
PER,Peru,Poultry meat,2025,55.718
PER,Peru,Poultry meat,2026,56.911
PER,Peru,Poultry meat,2027,58.206
PER,Peru,Poultry meat,2028,59.269
PER,Peru,Poultry meat,2029,60.444
PER,Peru,Poultry meat,2030,61.605
CHN,China,Poultry meat,1990,0
CHN,China,Poultry meat,1991,2.898
CHN,China,Poultry meat,1992,3.267
CHN,China,Poultry meat,1993,4.131
CHN,China,Poultry meat,1994,4.698
CHN,China,Poultry meat,1995,5.943
CHN,China,Poultry meat,1996,5.917
CHN,China,Poultry meat,1997,6.748
CHN,China,Poultry meat,1998,7.442
CHN,China,Poultry meat,1999,7.739
CHN,China,Poultry meat,2000,8.35
CHN,China,Poultry meat,2001,8.089
CHN,China,Poultry meat,2002,8.118
CHN,China,Poultry meat,2003,8.436
CHN,China,Poultry meat,2004,8.28
CHN,China,Poultry meat,2005,8.856
CHN,China,Poultry meat,2006,9.093
CHN,China,Poultry meat,2007,9.755
CHN,China,Poultry meat,2008,10.351
CHN,China,Poultry meat,2009,10.631
CHN,China,Poultry meat,2010,10.771
CHN,China,Poultry meat,2011,10.924
CHN,China,Poultry meat,2012,11.64
CHN,China,Poultry meat,2013,11.452
CHN,China,Poultry meat,2014,11.018
CHN,China,Poultry meat,2015,11.424
CHN,China,Poultry meat,2016,11.89
CHN,China,Poultry meat,2017,11.765
CHN,China,Poultry meat,2018,12.323
CHN,China,Poultry meat,2019,13.96
CHN,China,Poultry meat,2020,15.146
CHN,China,Poultry meat,2021,15.206
CHN,China,Poultry meat,2022,15.191
CHN,China,Poultry meat,2023,14.586
CHN,China,Poultry meat,2024,14.68
CHN,China,Poultry meat,2025,14.776
CHN,China,Poultry meat,2026,14.859
CHN,China,Poultry meat,2027,14.943
CHN,China,Poultry meat,2028,15.031
CHN,China,Poultry meat,2029,15.125
CHN,China,Poultry meat,2030,15.221
IND,India,Poultry meat,1990,0.394
IND,India,Poultry meat,1991,0.516
IND,India,Poultry meat,1992,0.523
IND,India,Poultry meat,1993,0.577
IND,India,Poultry meat,1994,0.582
IND,India,Poultry meat,1995,0.586
IND,India,Poultry meat,1996,0.591
IND,India,Poultry meat,1997,0.584
IND,India,Poultry meat,1998,0.637
IND,India,Poultry meat,1999,0.687
IND,India,Poultry meat,2000,0.753
IND,India,Poultry meat,2001,0.788
IND,India,Poultry meat,2002,0.907
IND,India,Poultry meat,2003,0.983
IND,India,Poultry meat,2004,1.045
IND,India,Poultry meat,2005,1.104
IND,India,Poultry meat,2006,1.173
IND,India,Poultry meat,2007,1.331
IND,India,Poultry meat,2008,1.405
IND,India,Poultry meat,2009,1.532
IND,India,Poultry meat,2010,1.584
IND,India,Poultry meat,2011,1.763
IND,India,Poultry meat,2012,1.882
IND,India,Poultry meat,2013,1.974
IND,India,Poultry meat,2014,2.082
IND,India,Poultry meat,2015,2.209
IND,India,Poultry meat,2016,2.306
IND,India,Poultry meat,2017,2.498
IND,India,Poultry meat,2018,2.664
IND,India,Poultry meat,2019,2.722
IND,India,Poultry meat,2020,2.435
IND,India,Poultry meat,2021,2.304
IND,India,Poultry meat,2022,2.384
IND,India,Poultry meat,2023,2.461
IND,India,Poultry meat,2024,2.539
IND,India,Poultry meat,2025,2.617
IND,India,Poultry meat,2026,2.695
IND,India,Poultry meat,2027,2.772
IND,India,Poultry meat,2028,2.85
IND,India,Poultry meat,2029,2.927
IND,India,Poultry meat,2030,3.005
IDN,Indonesia,Poultry meat,1990,2.469
IDN,Indonesia,Poultry meat,1991,2.783
IDN,Indonesia,Poultry meat,1992,2.567
IDN,Indonesia,Poultry meat,1993,3.222
IDN,Indonesia,Poultry meat,1994,3.705
IDN,Indonesia,Poultry meat,1995,3.918
IDN,Indonesia,Poultry meat,1996,4.179
IDN,Indonesia,Poultry meat,1997,3.903
IDN,Indonesia,Poultry meat,1998,2.645
IDN,Indonesia,Poultry meat,1999,2.642
IDN,Indonesia,Poultry meat,2000,3.46
IDN,Indonesia,Poultry meat,2001,3.79
IDN,Indonesia,Poultry meat,2002,4.464
IDN,Indonesia,Poultry meat,2003,4.536
IDN,Indonesia,Poultry meat,2004,4.787
IDN,Indonesia,Poultry meat,2005,4.478
IDN,Indonesia,Poultry meat,2006,4.945
IDN,Indonesia,Poultry meat,2007,5.099
IDN,Indonesia,Poultry meat,2008,5.183
IDN,Indonesia,Poultry meat,2009,5.288
IDN,Indonesia,Poultry meat,2010,5.682
IDN,Indonesia,Poultry meat,2011,6.066
IDN,Indonesia,Poultry meat,2012,6.251
IDN,Indonesia,Poultry meat,2013,6.536
IDN,Indonesia,Poultry meat,2014,6.8
IDN,Indonesia,Poultry meat,2015,7.035
IDN,Indonesia,Poultry meat,2016,7.887
IDN,Indonesia,Poultry meat,2017,10.695
IDN,Indonesia,Poultry meat,2018,11.349
IDN,Indonesia,Poultry meat,2019,11.502
IDN,Indonesia,Poultry meat,2020,10.127
IDN,Indonesia,Poultry meat,2021,9.733
IDN,Indonesia,Poultry meat,2022,9.946
IDN,Indonesia,Poultry meat,2023,10.132
IDN,Indonesia,Poultry meat,2024,10.311
IDN,Indonesia,Poultry meat,2025,10.496
IDN,Indonesia,Poultry meat,2026,10.678
IDN,Indonesia,Poultry meat,2027,10.865
IDN,Indonesia,Poultry meat,2028,11.043
IDN,Indonesia,Poultry meat,2029,11.22
IDN,Indonesia,Poultry meat,2030,11.397
IRN,Iran,Poultry meat,1990,6.171
IRN,Iran,Poultry meat,1991,6.666
IRN,Iran,Poultry meat,1992,8.48
IRN,Iran,Poultry meat,1993,9.267
IRN,Iran,Poultry meat,1994,9.234
IRN,Iran,Poultry meat,1995,9.432
IRN,Iran,Poultry meat,1996,9.635
IRN,Iran,Poultry meat,1997,10.142
IRN,Iran,Poultry meat,1998,10.283
IRN,Iran,Poultry meat,1999,10.252
IRN,Iran,Poultry meat,2000,11.132
IRN,Iran,Poultry meat,2001,11.746
IRN,Iran,Poultry meat,2002,12.349
IRN,Iran,Poultry meat,2003,14.296
IRN,Iran,Poultry meat,2004,14.867
IRN,Iran,Poultry meat,2005,15.56
IRN,Iran,Poultry meat,2006,16.866
IRN,Iran,Poultry meat,2007,18.284
IRN,Iran,Poultry meat,2008,19.25
IRN,Iran,Poultry meat,2009,19.564
IRN,Iran,Poultry meat,2010,20.069
IRN,Iran,Poultry meat,2011,21.602
IRN,Iran,Poultry meat,2012,21.952
IRN,Iran,Poultry meat,2013,22.578
IRN,Iran,Poultry meat,2014,22.37
IRN,Iran,Poultry meat,2015,22.451
IRN,Iran,Poultry meat,2016,23.122
IRN,Iran,Poultry meat,2017,23.497
IRN,Iran,Poultry meat,2018,23.604
IRN,Iran,Poultry meat,2019,23.792
IRN,Iran,Poultry meat,2020,24.265
IRN,Iran,Poultry meat,2021,24.241
IRN,Iran,Poultry meat,2022,24.645
IRN,Iran,Poultry meat,2023,24.976
IRN,Iran,Poultry meat,2024,25.253
IRN,Iran,Poultry meat,2025,25.533
IRN,Iran,Poultry meat,2026,25.877
IRN,Iran,Poultry meat,2027,26.201
IRN,Iran,Poultry meat,2028,26.549
IRN,Iran,Poultry meat,2029,26.9
IRN,Iran,Poultry meat,2030,27.244
KAZ,Kazakhstan,Poultry meat,1990,0
KAZ,Kazakhstan,Poultry meat,1991,0
KAZ,Kazakhstan,Poultry meat,1992,7.603
KAZ,Kazakhstan,Poultry meat,1993,6.297
KAZ,Kazakhstan,Poultry meat,1994,4.458
KAZ,Kazakhstan,Poultry meat,1995,3.136
KAZ,Kazakhstan,Poultry meat,1996,3.067
KAZ,Kazakhstan,Poultry meat,1997,3.208
KAZ,Kazakhstan,Poultry meat,1998,3.151
KAZ,Kazakhstan,Poultry meat,1999,2.523
KAZ,Kazakhstan,Poultry meat,2000,3.16
KAZ,Kazakhstan,Poultry meat,2001,3.932
KAZ,Kazakhstan,Poultry meat,2002,4.953
KAZ,Kazakhstan,Poultry meat,2003,5.61
KAZ,Kazakhstan,Poultry meat,2004,7.065
KAZ,Kazakhstan,Poultry meat,2005,8.978
KAZ,Kazakhstan,Poultry meat,2006,12.337
KAZ,Kazakhstan,Poultry meat,2007,11.773
KAZ,Kazakhstan,Poultry meat,2008,10.96
KAZ,Kazakhstan,Poultry meat,2009,10.428
KAZ,Kazakhstan,Poultry meat,2010,12.558
KAZ,Kazakhstan,Poultry meat,2011,14.006
KAZ,Kazakhstan,Poultry meat,2012,17.193
KAZ,Kazakhstan,Poultry meat,2013,15.731
KAZ,Kazakhstan,Poultry meat,2014,14.382
KAZ,Kazakhstan,Poultry meat,2015,14.651
KAZ,Kazakhstan,Poultry meat,2016,14.87
KAZ,Kazakhstan,Poultry meat,2017,16.55
KAZ,Kazakhstan,Poultry meat,2018,17.838
KAZ,Kazakhstan,Poultry meat,2019,18.959
KAZ,Kazakhstan,Poultry meat,2020,19.199
KAZ,Kazakhstan,Poultry meat,2021,19.987
KAZ,Kazakhstan,Poultry meat,2022,20.37
KAZ,Kazakhstan,Poultry meat,2023,20.781
KAZ,Kazakhstan,Poultry meat,2024,21.177
KAZ,Kazakhstan,Poultry meat,2025,21.562
KAZ,Kazakhstan,Poultry meat,2026,21.939
KAZ,Kazakhstan,Poultry meat,2027,22.316
KAZ,Kazakhstan,Poultry meat,2028,22.697
KAZ,Kazakhstan,Poultry meat,2029,23.082
KAZ,Kazakhstan,Poultry meat,2030,23.466
MYS,Malaysia,Poultry meat,1990,18.821
MYS,Malaysia,Poultry meat,1991,22.401
MYS,Malaysia,Poultry meat,1992,25.757
MYS,Malaysia,Poultry meat,1993,28.936
MYS,Malaysia,Poultry meat,1994,29.993
MYS,Malaysia,Poultry meat,1995,30.286
MYS,Malaysia,Poultry meat,1996,29.882
MYS,Malaysia,Poultry meat,1997,29.521
MYS,Malaysia,Poultry meat,1998,29.239
MYS,Malaysia,Poultry meat,1999,29.426
MYS,Malaysia,Poultry meat,2000,28.053
MYS,Malaysia,Poultry meat,2001,28.937
MYS,Malaysia,Poultry meat,2002,30.887
MYS,Malaysia,Poultry meat,2003,31.01
MYS,Malaysia,Poultry meat,2004,32.589
MYS,Malaysia,Poultry meat,2005,33.464
MYS,Malaysia,Poultry meat,2006,34.917
MYS,Malaysia,Poultry meat,2007,36.33
MYS,Malaysia,Poultry meat,2008,37.11
MYS,Malaysia,Poultry meat,2009,37.468
MYS,Malaysia,Poultry meat,2010,39.952
MYS,Malaysia,Poultry meat,2011,40.726
MYS,Malaysia,Poultry meat,2012,42.206
MYS,Malaysia,Poultry meat,2013,43.959
MYS,Malaysia,Poultry meat,2014,46.866
MYS,Malaysia,Poultry meat,2015,47.966
MYS,Malaysia,Poultry meat,2016,51.005
MYS,Malaysia,Poultry meat,2017,47.649
MYS,Malaysia,Poultry meat,2018,46.717
MYS,Malaysia,Poultry meat,2019,47.753
MYS,Malaysia,Poultry meat,2020,47.595
